bRate,A,B
0.6736842105263159,"[[1.0, 13.0], [0.0, 13.0]]","[[0.099999999999999, -7.0], [0.9, 17.0]]"
0.44,"[[1.0, 15.0], [0.0, 15.0]]","[[0.6000000000000001, 6.0], [0.4, 27.0]]"
0.45,"[[1.0, 0.0], [0.0, 0.0]]","[[0.9, -9.0], [0.05, 45.0], [0.025, 43.0], [0.0125, 39.0], [0.012499999999999001, 31.0]]"
0.46875,"[[0.05, 10.0], [0.9500000000000001, -6.0]]","[[0.5, -8.0], [0.25, -6.0], [0.125, -2.0], [0.125, 6.0]]"
0.631578947368421,"[[0.05, 33.0], [0.9500000000000001, 13.0]]","[[0.05, -33.0], [0.0074218750000000005, 20.5], [0.051953124999999004, 21.5], [0.15585937500000002, 22.5], [0.259765625, 23.5], [0.259765625, 24.5], [0.15585937500000002, 25.5], [0.051953124999999004, 26.5], [0.0074218750000000005, 27.5]]"
0.25,"[[1.0, 17.0], [0.0, 17.0]]","[[0.8, -8.0], [0.0015624999999999999, 77.5], [0.010937500000000001, 78.5], [0.0328125, 79.5], [0.0546875, 80.5], [0.0546875, 81.5], [0.0328125, 82.5], [0.010937500000000001, 83.5], [0.0015624999999999999, 84.5]]"
0.3375,"[[0.1, 42.0], [0.9, 21.0]]","[[0.5, -29.0], [0.25, 74.0], [0.125, 76.0], [0.0625, 80.0], [0.03125, 88.0], [0.03125, 104.0]]"
0.2105263157894736,"[[0.6000000000000001, 36.0], [0.4, -16.0]]","[[0.6000000000000001, -17.0], [0.4, 47.0]]"
0.6666666666666666,"[[1.0, 5.0], [0.0, 5.0]]","[[0.5, -13.0], [0.5, 36.0]]"
0.2352941176470588,"[[0.5, 40.0], [0.5, -26.0]]","[[0.75, -17.0], [0.25, 49.0]]"
0.15,"[[0.5, 12.0], [0.5, -6.0]]","[[0.4, -6.0], [0.6000000000000001, 5.0]]"
0.0125,"[[0.75, 17.0], [0.25, 13.0]]","[[0.25, 9.0], [0.375, 13.5], [0.375, 14.5]]"
0.725,"[[0.05, 72.0], [0.9500000000000001, -7.0]]","[[0.5, -16.0], [0.015625, 12.5], [0.078125, 13.5], [0.15625, 14.5], [0.15625, 15.5], [0.078125, 16.5], [0.015625, 17.5]]"
0.35,"[[1.0, 14.0], [0.0, 14.0]]","[[0.6000000000000001, 10.0], [0.4, 16.0]]"
0.225,"[[0.01, 84.0], [0.99, 4.0]]","[[0.8, -14.0], [0.1, 44.5], [0.1, 45.5]]"
0.9375,"[[1.0, 0.0], [0.0, 0.0]]","[[0.9500000000000001, 3.0], [0.00625, 16.5], [0.018750000000000003, 17.5], [0.018750000000000003, 18.5], [0.00625, 19.5]]"
0.6375,"[[0.5, 42.0], [0.5, 8.0]]","[[0.8, 24.0], [0.1, 55.0], [0.05, 53.0], [0.025, 49.0], [0.0125, 41.0], [0.00625, 25.0], [0.006249999999999, -7.0]]"
0.925,"[[1.0, 28.0], [0.0, 28.0]]","[[0.9, 29.0], [0.05, 104.0], [0.049999999999999004, 102.0]]"
0.2625,"[[0.05, 38.0], [0.9500000000000001, 4.0]]","[[0.4, -32.0], [0.6000000000000001, 25.0]]"
0.9466666666666668,"[[0.05, 32.0], [0.9500000000000001, -2.0]]","[[0.05, -3.0], [0.47500000000000003, 2.5], [0.47500000000000003, 3.5]]"
0.4111111111111112,"[[1.0, -6.0], [0.0, -6.0]]","[[0.8, -30.0], [0.2, 64.0]]"
0.3625,"[[1.0, 0.0], [0.0, 0.0]]","[[0.8, -12.0], [0.2, 21.0]]"
0.4875,"[[1.0, 17.0], [0.0, 17.0]]","[[0.05, -21.0], [0.47500000000000003, 18.5], [0.47500000000000003, 19.5]]"
0.3333333333333333,"[[1.0, -2.0], [0.0, -2.0]]","[[0.9500000000000001, -5.0], [0.00625, 48.5], [0.018750000000000003, 49.5], [0.018750000000000003, 50.5], [0.00625, 51.5]]"
0.4555555555555555,"[[0.5, 29.0], [0.5, 19.0]]","[[0.8, 16.0], [0.2, 58.0]]"
0.5125000000000001,"[[0.4, 42.0], [0.6000000000000001, -28.0]]","[[0.8, -9.0], [0.2, 80.0]]"
0.3375000000000001,"[[0.8, 48.0], [0.199999999999999, -47.0]]","[[0.199999999999999, -44.0], [0.8, 46.0]]"
0.8352941176470587,"[[0.1, 32.0], [0.9, 22.0]]","[[0.9, 25.0], [0.1, 58.0]]"
0.7888888888888891,"[[0.4, 53.0], [0.6000000000000001, -5.0]]","[[0.75, 6.0], [0.03125, 68.5], [0.09375000000000001, 69.5], [0.09375000000000001, 70.5], [0.03125, 71.5]]"
0.7111111111111111,"[[1.0, -6.0], [0.0, -6.0]]","[[0.25, -28.0], [0.75, -1.0]]"
0.1866666666666666,"[[1.0, 6.0], [0.0, 6.0]]","[[0.99, 0.0], [0.005, 90.0], [0.0025, 88.0], [0.00125, 84.0], [0.000625, 76.0], [0.0003125, 60.0], [0.0003125, 28.0]]"
0.8125,"[[1.0, 6.0], [0.0, 6.0]]","[[0.6000000000000001, 6.0], [0.4, 21.0]]"
0.76,"[[1.0, 22.0], [0.0, 22.0]]","[[0.5, 22.0], [0.5, 26.0]]"
0.4941176470588236,"[[1.0, 7.0], [0.0, 7.0]]","[[0.05, -16.0], [0.47500000000000003, 4.0], [0.23750000000000002, 6.0], [0.11875000000000001, 10.0], [0.11875000000000001, 18.0]]"
0.4133333333333333,"[[0.4, 35.0], [0.6000000000000001, 25.0]]","[[0.199999999999999, -11.0], [0.8, 37.0]]"
0.775,"[[0.1, 25.0], [0.9, -12.0]]","[[0.9500000000000001, -4.0], [0.05, 11.0]]"
0.8000000000000002,"[[1.0, -6.0], [0.0, -6.0]]","[[0.05, -25.0], [0.9500000000000001, -3.0]]"
0.4533333333333334,"[[0.1, 102.0], [0.9, -18.0]]","[[0.25, -9.0], [0.75, -3.0]]"
0.28,"[[0.01, 34.0], [0.99, 22.0]]","[[1.0, 22.0]]"
0.4,"[[0.9500000000000001, 16.0], [0.05, -44.0]]","[[0.25, -27.0], [0.75, 39.0]]"
0.5750000000000001,"[[1.0, 29.0], [0.0, 29.0]]","[[0.8, 22.0], [0.2, 43.0]]"
0.4333333333333333,"[[0.8, 31.0], [0.199999999999999, -5.0]]","[[0.25, -17.0], [0.75, 37.0]]"
0.5466666666666667,"[[1.0, 14.0], [0.0, 14.0]]","[[0.5, 13.0], [0.5, 15.0]]"
0.44,"[[1.0, 18.0], [0.0, 18.0]]","[[0.99, 9.0], [0.005, 64.0], [0.0025, 66.0], [0.00125, 70.0], [0.000625, 78.0], [0.0003125, 94.0], [0.0003125, 126.0]]"
0.2133333333333332,"[[1.0, -5.0], [0.0, -5.0]]","[[0.05, -23.0], [0.9500000000000001, -6.0]]"
0.6,"[[0.05, 43.0], [0.9500000000000001, 16.0]]","[[0.0078125, 13.5], [0.0546875, 14.5], [0.1640625, 15.5], [0.2734375, 16.5], [0.2734375, 17.5], [0.1640625, 18.5], [0.0546875, 19.5], [0.0078125, 20.5]]"
0.9058823529411764,"[[1.0, -5.0], [0.0, -5.0]]","[[0.9500000000000001, -2.0], [0.05, 26.0]]"
0.2111111111111111,"[[1.0, -8.0], [0.0, -8.0]]","[[0.4, -11.0], [0.6000000000000001, -11.0]]"
0.2947368421052632,"[[1.0, 13.0], [0.0, 13.0]]","[[0.75, -5.0], [0.001953125, 21.5], [0.013671875, 22.5], [0.041015625, 23.5], [0.068359375, 24.5], [0.068359375, 25.5], [0.041015625, 26.5], [0.013671875, 27.5], [0.001953125, 28.5]]"
0.3375,"[[0.5, 26.0], [0.5, -46.0]]","[[0.99, -13.0], [0.005, 13.5], [0.005, 14.5]]"
0.6470588235294119,"[[0.9, 25.0], [0.099999999999999, -12.0]]","[[0.5, 16.0], [0.5, 20.0]]"
0.6375000000000001,"[[1.0, 9.0], [0.0, 9.0]]","[[0.5, -33.0], [0.25, 40.0], [0.125, 42.0], [0.0625, 46.0], [0.03125, 54.0], [0.015625, 70.0], [0.0078125, 102.0], [0.0078125, 166.0]]"
0.45,"[[1.0, -1.0], [0.0, -1.0]]","[[0.8, -7.0], [0.025, 11.5], [0.07500000000000001, 12.5], [0.07500000000000001, 13.5], [0.025, 14.5]]"
0.9625,"[[0.25, -6.0], [0.75, -9.0]]","[[0.9500000000000001, -6.0], [0.05, 10.0]]"
0.4777777777777778,"[[1.0, -7.0], [0.0, -7.0]]","[[0.8, -19.0], [0.2, 54.0]]"
0.4105263157894737,"[[1.0, -6.0], [0.0, -6.0]]","[[0.8, -26.0], [0.2, 52.0]]"
0.0947368421052631,"[[0.9500000000000001, -7.0], [0.05, -33.0]]","[[0.199999999999999, -23.0], [0.8, -10.0]]"
0.6666666666666666,"[[0.9500000000000001, 17.0], [0.05, -43.0]]","[[0.99, 14.0], [0.01, 17.0]]"
0.4133333333333333,"[[0.8, 22.0], [0.199999999999999, 8.0]]","[[0.125, 17.5], [0.375, 18.5], [0.375, 19.5], [0.125, 20.5]]"
0.6777777777777777,"[[0.2, 59.0], [0.8, -9.0]]","[[0.5, -30.0], [0.00390625, 33.5], [0.02734375, 34.5], [0.08203125, 35.5], [0.13671875, 36.5], [0.13671875, 37.5], [0.08203125, 38.5], [0.02734375, 39.5], [0.00390625, 40.5]]"
0.8823529411764707,"[[1.0, 20.0], [0.0, 20.0]]","[[0.01, 23.0], [0.99, 29.0]]"
0.8470588235294118,"[[0.9, 25.0], [0.099999999999999, -35.0]]","[[0.75, 18.0], [0.125, 30.0], [0.0625, 28.0], [0.0625, 24.0]]"
0.2620915032679739,"[[1.0, 16.0], [0.0, 16.0]]","[[0.6000000000000001, -13.0], [0.4, 54.0]]"
0.5647058823529411,"[[1.0, 29.0], [0.0, 29.0]]","[[0.5, 7.0], [0.015625, 43.5], [0.078125, 44.5], [0.15625, 45.5], [0.15625, 46.5], [0.078125, 47.5], [0.015625, 48.5]]"
0.7733333333333334,"[[1.0, 12.0], [0.0, 12.0]]","[[0.8, 12.0], [0.2, 57.0]]"
0.5058823529411764,"[[1.0, -5.0], [0.0, -5.0]]","[[0.75, -22.0], [0.125, 14.0], [0.0625, 16.0], [0.03125, 20.0], [0.03125, 28.0]]"
0.7529411764705882,"[[1.0, 18.0], [0.0, 18.0]]","[[0.99, 19.0], [0.01, 30.0]]"
0.8400000000000001,"[[0.99, 0.0], [0.01, -8.0]]","[[0.05, -24.0], [0.47500000000000003, 2.0], [0.23750000000000002, 4.0], [0.11875000000000001, 8.0], [0.059375, 16.0], [0.059375000000000004, 32.0]]"
0.5875000000000001,"[[1.0, 0.0], [0.0, 0.0]]","[[0.6000000000000001, -37.0], [0.4, 50.0]]"
0.8533333333333333,"[[0.9500000000000001, 11.0], [0.05, 4.0]]","[[0.9, 11.0], [0.05, 10.0], [0.025, 12.0], [0.0125, 16.0], [0.00625, 24.0], [0.0031249999999999997, 40.0], [0.0015624999999999999, 72.0], [0.001562499999999, 136.0]]"
0.2352941176470588,"[[0.25, 13.0], [0.75, -14.0]]","[[0.4, -18.0], [0.6000000000000001, -4.0]]"
0.4933333333333334,"[[1.0, -9.0], [0.0, -9.0]]","[[0.8, -34.0], [0.1, 78.0], [0.05, 76.0], [0.025, 72.0], [0.024999999999999002, 64.0]]"
0.6470588235294117,"[[1.0, 18.0], [0.0, 18.0]]","[[0.01, -10.0], [0.495, 20.5], [0.495, 21.5]]"
0.8588235294117648,"[[1.0, 16.0], [0.0, 16.0]]","[[0.199999999999999, 16.0], [0.8, 18.0]]"
0.7466666666666666,"[[1.0, -3.0], [0.0, -3.0]]","[[0.4, -24.0], [0.6000000000000001, 27.0]]"
0.4,"[[0.05, 30.0], [0.9500000000000001, 16.0]]","[[0.9, 5.0], [0.05, 69.0], [0.025, 67.0], [0.024999999999999002, 63.0]]"
0.4210526315789473,"[[1.0, 11.0], [0.0, 11.0]]","[[0.75, -9.0], [0.125, 49.0], [0.0625, 51.0], [0.03125, 55.0], [0.03125, 63.0]]"
0.1058823529411764,"[[1.0, 17.0], [0.0, 17.0]]","[[0.25, -8.0], [0.75, 16.0]]"
0.1058823529411764,"[[0.1, 48.0], [0.9, -2.0]]","[[0.01, -29.0], [0.12375000000000001, -3.5], [0.371249999999999, -2.5], [0.371249999999999, -1.5], [0.12375000000000001, -0.5]]"
0.7066666666666667,"[[0.5, 57.0], [0.5, -19.0]]","[[0.05, 16.0], [0.47500000000000003, 25.0], [0.23750000000000002, 27.0], [0.11875000000000001, 31.0], [0.059375, 39.0], [0.0296875, 55.0], [0.014843750000000001, 87.0], [0.014843750000000001, 151.0]]"
0.7111111111111109,"[[1.0, -2.0], [0.0, -2.0]]","[[0.25, -36.0], [0.75, 10.0]]"
0.611764705882353,"[[0.2, 71.0], [0.8, -29.0]]","[[0.75, -17.0], [0.25, 23.0]]"
0.7000000000000001,"[[1.0, 19.0], [0.0, 19.0]]","[[0.4, 19.0], [0.6000000000000001, 31.0]]"
0.2111111111111111,"[[0.1, 7.0], [0.9, 6.0]]","[[1.0, 6.0]]"
0.1875,"[[1.0, 25.0], [0.0, 25.0]]","[[0.6000000000000001, -22.0], [0.4, 66.0]]"
0.3666666666666665,"[[0.01, 80.0], [0.99, 6.0]]","[[1.0, 7.0]]"
0.8,"[[1.0, 24.0], [0.0, 24.0]]","[[0.9, 25.0], [0.0031249999999999997, 25.5], [0.015625, 26.5], [0.03125, 27.5], [0.03125, 28.5], [0.015625, 29.5], [0.0031249999999999997, 30.5]]"
0.2,"[[1.0, 23.0], [0.0, 23.0]]","[[0.01, -22.0], [0.12375000000000001, 18.5], [0.371249999999999, 19.5], [0.371249999999999, 20.5], [0.12375000000000001, 21.5]]"
0.6588235294117648,"[[0.2, 36.0], [0.8, -9.0]]","[[0.099999999999999, -3.0], [0.45, 5.0], [0.225, 3.0], [0.224999999999999, -1.0]]"
0.8,"[[0.4, 21.0], [0.6000000000000001, 19.0]]","[[0.25, 20.0], [0.09375000000000001, 29.5], [0.28125, 30.5], [0.28125, 31.5], [0.09375000000000001, 32.5]]"
0.6352941176470589,"[[0.9500000000000001, 25.0], [0.05, -6.0]]","[[0.8, 24.0], [0.1, 23.5], [0.1, 24.5]]"
0.7411764705882353,"[[1.0, -7.0], [0.0, -7.0]]","[[0.6000000000000001, -40.0], [0.2, 59.0], [0.1, 61.0], [0.099999999999999, 65.0]]"
0.6315789473684211,"[[1.0, 27.0], [0.0, 27.0]]","[[0.199999999999999, -12.0], [0.1, 37.5], [0.30000000000000004, 38.5], [0.30000000000000004, 39.5], [0.1, 40.5]]"
0.2666666666666666,"[[0.25, 51.0], [0.75, 3.0]]","[[0.75, 3.0], [0.03125, 46.5], [0.09375000000000001, 47.5], [0.09375000000000001, 48.5], [0.03125, 49.5]]"
0.675,"[[0.99, 19.0], [0.01, 14.0]]","[[0.9500000000000001, 22.0], [0.025, 39.0], [0.0125, 37.0], [0.0125, 33.0]]"
0.6549019607843137,"[[1.0, -5.0], [0.0, -5.0]]","[[0.8, -18.0], [0.2, 34.0]]"
0.3066666666666667,"[[1.0, 17.0], [0.0, 17.0]]","[[0.8, 14.0], [0.2, 22.0]]"
0.3875000000000001,"[[0.8, 20.0], [0.199999999999999, -7.0]]","[[0.6000000000000001, -22.0], [0.2, 71.0], [0.1, 73.0], [0.099999999999999, 77.0]]"
0.5875,"[[0.25, 92.0], [0.75, -8.0]]","[[0.9, 10.0], [0.05, 74.0], [0.025, 72.0], [0.024999999999999002, 68.0]]"
0.537037037037037,"[[0.8, 18.0], [0.199999999999999, 3.0]]","[[1.0, 15.0]]"
0.0777777777777777,"[[1.0, 7.0], [0.0, 7.0]]","[[0.9, 5.0], [0.1, 6.0]]"
0.5375,"[[0.9, 29.0], [0.099999999999999, 21.0]]","[[0.03125, 25.5], [0.15625, 26.5], [0.3125, 27.5], [0.3125, 28.5], [0.15625, 29.5], [0.03125, 30.5]]"
0.571875,"[[1.0, 30.0], [0.0, 30.0]]","[[0.6000000000000001, 9.0], [0.4, 62.0]]"
0.2352941176470588,"[[1.0, 15.0], [0.0, 15.0]]","[[0.05, 6.0], [0.0074218750000000005, 10.5], [0.051953124999999004, 11.5], [0.15585937500000002, 12.5], [0.259765625, 13.5], [0.259765625, 14.5], [0.15585937500000002, 15.5], [0.051953124999999004, 16.5], [0.0074218750000000005, 17.5]]"
0.4823529411764706,"[[0.75, 23.0], [0.25, 20.0]]","[[0.99, 22.0], [0.005, 61.0], [0.005, 63.0]]"
0.7764705882352941,"[[0.2, 16.0], [0.8, 16.0]]","[[0.9500000000000001, 16.0], [0.0015624999999999999, 43.5], [0.0078125, 44.5], [0.015625, 45.5], [0.015625, 46.5], [0.0078125, 47.5], [0.0015624999999999999, 48.5]]"
0.6526315789473685,"[[0.2, 46.0], [0.8, 6.0]]","[[0.4, 5.0], [0.0046875, 29.5], [0.0328125, 30.5], [0.0984375, 31.5], [0.1640625, 32.5], [0.1640625, 33.5], [0.0984375, 34.5], [0.0328125, 35.5], [0.0046875, 36.5]]"
0.875,"[[1.0, 5.0], [0.0, 5.0]]","[[0.099999999999999, 11.0], [0.45, 16.5], [0.45, 17.5]]"
0.2,"[[1.0, 10.0], [0.0, 10.0]]","[[0.25, -1.0], [0.375, 12.0], [0.1875, 10.0], [0.09375000000000001, 6.0], [0.09375000000000001, -2.0]]"
0.6947368421052631,"[[0.4, 15.0], [0.6000000000000001, -3.0]]","[[0.05, -45.0], [0.9500000000000001, 14.0]]"
0.8352941176470587,"[[1.0, 30.0], [0.0, 30.0]]","[[0.9500000000000001, 36.0], [0.05, 46.0]]"
0.2888888888888889,"[[1.0, 12.0], [0.0, 12.0]]","[[0.6000000000000001, -7.0], [0.4, 34.0]]"
0.4235294117647059,"[[0.75, 3.0], [0.25, -4.0]]","[[0.9, -6.0], [0.1, 59.0]]"
0.6300000000000001,"[[1.0, -4.0], [0.0, -4.0]]","[[0.5, -43.0], [0.5, 33.0]]"
0.6400000000000001,"[[0.2, 56.0], [0.8, -8.0]]","[[0.5, -29.0], [0.015625, 47.5], [0.078125, 48.5], [0.15625, 49.5], [0.15625, 50.5], [0.078125, 51.5], [0.015625, 52.5]]"
0.24,"[[1.0, 20.0], [0.0, 20.0]]","[[0.8, 5.0], [0.2, 79.0]]"
0.65,"[[0.99, 14.0], [0.01, -19.0]]","[[0.25, -10.0], [0.75, 22.0]]"
0.2222222222222222,"[[1.0, 10.0], [0.0, 10.0]]","[[0.75, 4.0], [0.25, 16.0]]"
0.2444444444444445,"[[0.25, 103.0], [0.75, -1.0]]","[[0.5, -16.0], [0.5, 60.0]]"
0.8666666666666667,"[[0.25, 15.0], [0.75, -10.0]]","[[0.99, 3.0], [0.005, 12.0], [0.0025, 10.0], [0.00125, 6.0], [0.000625, -2.0], [0.000625, -18.0]]"
0.5225806451612903,"[[0.5, 52.0], [0.5, -14.0]]","[[0.75, 12.0], [0.25, 33.0]]"
0.3866666666666667,"[[0.05, 56.0], [0.9500000000000001, 8.0]]","[[0.99, 9.0], [0.01, 12.0]]"
0.5176470588235295,"[[1.0, 19.0], [0.0, 19.0]]","[[0.9500000000000001, 18.0], [0.025, 55.0], [0.0125, 53.0], [0.00625, 49.0], [0.0031249999999999997, 41.0], [0.0015624999999999999, 25.0], [0.0015625, -7.0]]"
0.3333333333333333,"[[0.1, 30.0], [0.9, 11.0]]","[[0.5, -29.0], [0.5, 48.0]]"
0.6882352941176471,"[[0.01, 63.0], [0.99, 19.0]]","[[0.5, -2.0], [0.25, 50.0], [0.125, 48.0], [0.125, 44.0]]"
0.5647058823529412,"[[0.25, 27.0], [0.75, -10.0]]","[[1.0, -1.0]]"
0.7066666666666668,"[[1.0, 15.0], [0.0, 15.0]]","[[0.01, -5.0], [0.495, 11.0], [0.24750000000000003, 13.0], [0.12375000000000001, 17.0], [0.061875, 25.0], [0.0309375, 41.0], [0.030937500000000003, 73.0]]"
0.5263157894736841,"[[1.0, 13.0], [0.0, 13.0]]","[[0.9500000000000001, 10.0], [0.0015624999999999999, 35.5], [0.0078125, 36.5], [0.015625, 37.5], [0.015625, 38.5], [0.0078125, 39.5], [0.0015624999999999999, 40.5]]"
0.4933333333333333,"[[0.5, 30.0], [0.5, -34.0]]","[[0.4, -32.0], [0.018750000000000003, 17.5], [0.09375000000000001, 18.5], [0.1875, 19.5], [0.1875, 20.5], [0.09375000000000001, 21.5], [0.018750000000000003, 22.5]]"
0.7176470588235294,"[[1.0, -8.0], [0.0, -8.0]]","[[0.75, -32.0], [0.25, 71.0]]"
0.5411764705882351,"[[0.1, 78.0], [0.9, 20.0]]","[[0.099999999999999, 26.0], [0.9, 28.0]]"
0.4625000000000001,"[[0.2, 98.0], [0.8, -33.0]]","[[0.75, -6.0], [0.25, -6.0]]"
0.4750000000000001,"[[0.4, 64.0], [0.6000000000000001, -44.0]]","[[0.9, -11.0], [0.05, 60.5], [0.05, 61.5]]"
0.3466666666666667,"[[1.0, 3.0], [0.0, 3.0]]","[[0.4, 0.0], [0.0046875, -0.5], [0.0328125, 0.5], [0.0984375, 1.5], [0.1640625, 2.5], [0.1640625, 3.5], [0.0984375, 4.5], [0.0328125, 5.5], [0.0046875, 6.5]]"
0.24,"[[0.25, 68.0], [0.75, 12.0]]","[[0.05, -19.0], [0.9500000000000001, 26.0]]"
0.4555555555555556,"[[0.6000000000000001, 28.0], [0.4, -30.0]]","[[0.05, -24.0], [0.0296875, 2.5], [0.1484375, 3.5], [0.296875, 4.5], [0.296875, 5.5], [0.1484375, 6.5], [0.0296875, 7.5]]"
0.3764705882352941,"[[0.25, 2.0], [0.75, -13.0]]","[[0.5, -14.0], [0.25, -12.0], [0.125, -8.0], [0.0625, 0.0], [0.03125, 16.0], [0.03125, 48.0]]"
0.6133333333333333,"[[1.0, -8.0], [0.0, -8.0]]","[[0.9500000000000001, -15.0], [0.025, 91.5], [0.025, 92.5]]"
0.3875,"[[1.0, 18.0], [0.0, 18.0]]","[[0.6000000000000001, -8.0], [0.0125, 52.5], [0.0625, 53.5], [0.125, 54.5], [0.125, 55.5], [0.0625, 56.5], [0.0125, 57.5]]"
0.2333333333333333,"[[0.2, 45.0], [0.8, 15.0]]","[[0.6000000000000001, 2.0], [0.05, 17.5], [0.15000000000000002, 18.5], [0.15000000000000002, 19.5], [0.05, 20.5]]"
0.3294117647058824,"[[0.1, 76.0], [0.9, 4.0]]","[[0.8, -3.0], [0.1, 84.0], [0.05, 82.0], [0.025, 78.0], [0.0125, 70.0], [0.012499999999999001, 54.0]]"
0.5375000000000001,"[[1.0, -8.0], [0.0, -8.0]]","[[0.75, -21.0], [0.25, 56.0]]"
0.5466666666666666,"[[0.05, 81.0], [0.9500000000000001, -12.0]]","[[0.75, -34.0], [0.125, 88.5], [0.125, 89.5]]"
0.7466666666666666,"[[1.0, -3.0], [0.0, -3.0]]","[[0.9, -5.0], [0.0125, 10.5], [0.037500000000000006, 11.5], [0.037500000000000006, 12.5], [0.0125, 13.5]]"
0.24,"[[1.0, 19.0], [0.0, 19.0]]","[[0.05, -8.0], [0.47500000000000003, 12.0], [0.23750000000000002, 14.0], [0.11875000000000001, 18.0], [0.11875000000000001, 26.0]]"
0.4470588235294117,"[[0.2, 83.0], [0.8, 0.0]]","[[0.5, -13.0], [0.25, 43.5], [0.25, 44.5]]"
0.9529411764705882,"[[1.0, -9.0], [0.0, -9.0]]","[[0.6000000000000001, -7.0], [0.2, -4.0], [0.1, -2.0], [0.099999999999999, 2.0]]"
0.3733333333333333,"[[1.0, 15.0], [0.0, 15.0]]","[[0.6000000000000001, -23.0], [0.0125, 49.5], [0.0625, 50.5], [0.125, 51.5], [0.125, 52.5], [0.0625, 53.5], [0.0125, 54.5]]"
0.0941176470588235,"[[1.0, 18.0], [0.0, 18.0]]","[[0.6000000000000001, -2.0], [0.4, 22.0]]"
0.5294117647058824,"[[1.0, 25.0], [0.0, 25.0]]","[[0.5, -4.0], [0.015625, 45.5], [0.078125, 46.5], [0.15625, 47.5], [0.15625, 48.5], [0.078125, 49.5], [0.015625, 50.5]]"
0.5066666666666667,"[[0.25, 93.0], [0.75, -19.0]]","[[0.25, -22.0], [0.375, 15.5], [0.375, 16.5]]"
0.2352941176470588,"[[0.9, 17.0], [0.099999999999999, 11.0]]","[[0.4, 15.0], [0.6000000000000001, 16.0]]"
0.5294117647058824,"[[0.05, 56.0], [0.9500000000000001, 14.0]]","[[0.6000000000000001, 5.0], [0.0031249999999999997, 42.5], [0.021875000000000002, 43.5], [0.065625, 44.5], [0.109375, 45.5], [0.109375, 46.5], [0.065625, 47.5], [0.021875000000000002, 48.5], [0.0031249999999999997, 49.5]]"
0.2333333333333333,"[[0.75, 6.0], [0.25, -19.0]]","[[0.9500000000000001, -4.0], [0.05, 42.0]]"
0.4400000000000001,"[[0.99, 0.0], [0.01, -11.0]]","[[0.75, -30.0], [0.25, 46.0]]"
0.9411764705882352,"[[1.0, -10.0], [0.0, -10.0]]","[[0.75, -9.0], [0.25, 9.0]]"
0.6,"[[0.5, 69.0], [0.5, -11.0]]","[[0.5, 12.0], [0.25, 44.0], [0.125, 42.0], [0.0625, 38.0], [0.0625, 30.0]]"
0.7111111111111109,"[[0.01, 53.0], [0.99, 26.0]]","[[0.8, 24.0], [0.1, 78.0], [0.05, 76.0], [0.049999999999999004, 72.0]]"
0.2888888888888889,"[[1.0, 22.0], [0.0, 22.0]]","[[0.9500000000000001, 12.0], [0.025, 42.0], [0.0125, 40.0], [0.00625, 36.0], [0.0031249999999999997, 28.0], [0.003125, 12.0]]"
0.7058823529411765,"[[1.0, 23.0], [0.0, 23.0]]","[[0.25, 20.0], [0.375, 26.0], [0.375, 24.0]]"
0.6470588235294119,"[[1.0, -4.0], [0.0, -4.0]]","[[0.8, -9.0], [0.0015624999999999999, 36.5], [0.010937500000000001, 37.5], [0.0328125, 38.5], [0.0546875, 39.5], [0.0546875, 40.5], [0.0328125, 41.5], [0.010937500000000001, 42.5], [0.0015624999999999999, 43.5]]"
0.4210526315789473,"[[0.2, 51.0], [0.8, 16.0]]","[[0.75, 15.0], [0.125, 56.5], [0.125, 57.5]]"
0.3368421052631579,"[[0.4, 16.0], [0.6000000000000001, -4.0]]","[[0.8, -4.0], [0.2, 64.0]]"
0.1294117647058823,"[[0.99, 29.0], [0.01, 22.0]]","[[0.4, 20.0], [0.6000000000000001, 28.0]]"
0.4190476190476191,"[[0.01, 79.0], [0.99, -9.0]]","[[0.9, -22.0], [0.1, 75.0]]"
0.1523809523809524,"[[1.0, 23.0], [0.0, 23.0]]","[[0.099999999999999, -19.0], [0.45, 21.0], [0.225, 19.0], [0.1125, 15.0], [0.112499999999999, 7.0]]"
0.43,"[[1.0, -3.0], [0.0, -3.0]]","[[0.99, -14.0], [0.01, 29.0]]"
0.8666666666666667,"[[0.1, 5.0], [0.9, -8.0]]","[[0.9, 1.0], [0.1, 19.0]]"
0.5181818181818182,"[[1.0, 7.0], [0.0, 7.0]]","[[0.5, -8.0], [0.25, 21.5], [0.25, 22.5]]"
0.4,"[[1.0, 29.0], [0.0, 29.0]]","[[0.99, 26.0], [0.01, 66.0]]"
0.8823529411764706,"[[1.0, -2.0], [0.0, -2.0]]","[[0.99, -2.0], [0.01, 97.0]]"
0.3250000000000001,"[[1.0, 4.0], [0.0, 4.0]]","[[0.75, -32.0], [0.25, 96.0]]"
0.6000000000000001,"[[0.25, 54.0], [0.75, -6.0]]","[[0.25, -46.0], [0.75, 28.0]]"
0.5647058823529413,"[[1.0, 23.0], [0.0, 23.0]]","[[0.75, 18.0], [0.25, 43.0]]"
0.7176470588235295,"[[0.9500000000000001, -7.0], [0.05, -24.0]]","[[0.8, -16.0], [0.0015624999999999999, 17.5], [0.010937500000000001, 18.5], [0.0328125, 19.5], [0.0546875, 20.5], [0.0546875, 21.5], [0.0328125, 22.5], [0.010937500000000001, 23.5], [0.0015624999999999999, 24.5]]"
